OBJECTID,type,subtype,x,y,TAZ
9721,1, Hotels and Furnished Apartments,46.6698605,24.7257287,793
9722,5, Governmental Authorities,46.7406768,24.7535617,814
9723,5, Banks,46.625695,24.588351,1088
9724,2, Restaurants,46.7417233,24.7973828,727
9725,1, Hotels and Furnished Apartments,46.7418765,24.7970199,727
9726,2, Restaurants,46.7509911,24.7784052,762
9727,2, Restaurants,46.7514298,24.7779577,762
9728,2, Restaurants,46.750885,24.778596,762
9729,2, Restaurants,46.6599087,24.7861603,583
9730,2, Restaurants,46.6621638,24.7824696,586
9731,2, Restaurants,46.6246808,24.5664214,470
9732,3, Shopping and Services,46.7739629,24.6783029,929
9733,4, Entertainment,46.6248077,24.5664539,470
9734,6, Medical Centers,46.6048637,24.5785816,1390
9735,3, Shopping and Services,46.7895201,24.6574409,271
9736,2, Restaurants,46.7714962,24.7020002,351
9737,2, Restaurants,46.7713299,24.7023001,351
9738,3, Shopping and Services,46.7000455,24.5523806,386
9739,3, Shopping and Services,46.7020325,24.554744,387
9740,2, Restaurants,46.69974,24.5520003,386
9741,2, Restaurants,46.6961129,24.5478676,386
9742,2, Restaurants,46.6942477,24.5452318,386
9743,6, Government Schools,46.7718701,24.6860831,262
9744,5, Mosques,46.6771197,24.7761791,597
9745,2, Restaurants,46.7447646,24.7527829,132
9746,3, Shopping and Services,46.7511968,24.7409843,912
9747,2, Restaurants,46.7410714,24.7581526,889
9748,2, Restaurants,46.7346745,24.7704424,761
9749,4, Entertainment,46.7216088,24.760874,85
9750,1, Hotels and Furnished Apartments,46.6107129,24.5730656,1399
9751,5, Banks,46.6740031,24.6892493,841
9752,6, Private Schools,46.7476211,24.7487973,132
9753,3, Shopping and Services,46.7792143,24.6791549,945
9754,1, Hotels and Furnished Apartments,46.7335051,24.7854681,122
9755,4, Entertainment,46.7931001,24.8243369,612
9756,6, Government Schools,46.6332572,24.5797729,163
9757,2, Restaurants,46.7738924,24.7810337,449
9758,6, Training Centers,46.6637469,24.5734168,1411
9759,3, Shopping and Services,46.8000039,24.7334858,919
9760,6, Government Schools,46.7272683,24.6859416,1150
9761,5, Banks,46.7806756,24.7248621,913
9762,4, Entertainment,46.637528,24.5714108,163
9763,2, Restaurants,46.6522626,24.589854,475
9764,5, Banks,46.7823975,24.7273831,138
9765,2, Restaurants,46.6509816,24.5916107,475
9766,2, Restaurants,46.7246181,24.6864326,1120
9767,4, Entertainment,46.6336977,24.5813369,163
9768,2, Restaurants,46.6617661,24.7845416,599
9769,2, Restaurants,46.6617661,24.7845416,599
9770,1, Hotels and Furnished Apartments,46.6734209,24.7826963,598
9771,2, Restaurants,46.6753512,24.7577826,718
9772,3, Shopping and Services,46.7870463,24.6615399,271
9773,3, Shopping and Services,46.7852095,24.6608937,271
9774,2, Restaurants,46.770455,24.7535107,134
9775,2, Restaurants,46.7704152,24.7534931,134
9776,3, Shopping and Services,46.7682929,24.750936,137
9777,3, Shopping and Services,46.7737389,24.7480458,137
9778,0, Other,46.7755712,24.7454961,137
9779,3, Shopping and Services,46.6739897,24.7609579,718
9780,6, Government Schools,46.7711985,24.6847909,925
9781,5, Mosques,46.7730459,24.6829341,924
9782,2, Restaurants,46.5888087,24.5975437,467
9783,2, Restaurants,46.7707603,24.7063922,351
9784,3, Shopping and Services,46.5880957,24.5971969,467
9785,5, Banks,46.7562059,24.7245842,821
9786,2, Restaurants,46.5856085,24.5955346,467
9787,2, Restaurants,46.7737127,24.6781637,929
9788,5, Mosques,46.6362017,24.5615587,485
9789,3, Shopping and Services,46.7878589,24.6587631,271
9790,5, Banks,46.7816993,24.6974374,355
9791,3, Shopping and Services,46.7019006,24.5546146,387
9792,3, Shopping and Services,46.7690421,24.7872349,773
9793,5, Mosques,46.7903963,24.8230354,446
9794,3, Shopping and Services,46.661237,24.7410561,675
9795,6, Private Schools,46.6806834,24.7736133,64
9796,6, Training Centers,46.6752238,24.7769813,597
9797,4, Entertainment,46.6797213,24.7733036,64
9798,0, Other,46.6831544,24.7747209,64
9799,4, Entertainment,46.7471701,24.8034947,121
9800,5, Banks,46.7178276,24.7583217,756
9801,5, Banks,46.6115562,24.5726141,1399
9802,5, Banks,46.5933426,24.5813653,1376
9803,3, Shopping and Services,46.7476866,24.74442,132
9804,2, Restaurants,46.8093217,24.7423184,996
9805,3, Shopping and Services,46.6362997,24.583119,1085
9806,4, Entertainment,46.634158,24.5815689,163
9807,3, Shopping and Services,46.7736092,24.7823755,449
9808,2, Restaurants,46.773999,24.7825311,449
9809,2, Restaurants,46.7731695,24.7827034,449
9810,2, Restaurants,46.7719343,24.783244,773
9811,2, Restaurants,46.6604069,24.5780584,474
9812,5, Banks,46.6382809,24.6067466,159
9813,6, Private Schools,46.6355626,24.6056994,159
9814,6, Training Centers,46.630394,24.5799258,471
9815,2, Restaurants,46.6631736,24.7803276,586
9816,2, Restaurants,46.6572023,24.7938557,51
9817,3, Shopping and Services,46.6753183,24.7560675,710
9818,2, Restaurants,46.7805479,24.6742209,369
9819,5, Governmental Authorities,46.7435019,24.7477145,117
9820,5, Governmental Authorities,46.7448317,24.7452433,117
9821,5, Governmental Authorities,46.7468901,24.7411475,117
9822,2, Restaurants,46.7512616,24.7779506,762
9823,2, Restaurants,46.7518715,24.7770226,762
9824,2, Restaurants,46.7515293,24.7772974,762
9825,3, Shopping and Services,46.7555627,24.773702,763
9826,3, Shopping and Services,46.7499939,24.7827505,763
9827,6, Private Schools,46.6996009,24.5557804,1430
9828,3, Shopping and Services,46.7017674,24.5544355,387
9829,2, Restaurants,46.7645012,24.6906977,262
9830,2, Restaurants,46.7646139,24.6903623,262
9831,3, Shopping and Services,46.777953,24.6842326,931
9832,6, Private Schools,46.7750371,24.6869124,924
9833,2, Restaurants,46.7756237,24.6778815,929
9834,2, Restaurants,46.7768495,24.6891571,355
9835,2, Restaurants,46.5865717,24.5962536,467
9836,6, Medical Centers,46.7019353,24.5599705,1430
9837,2, Restaurants,46.7017808,24.5611438,1430
9838,2, Restaurants,46.7807338,24.6804821,945
9839,1, Hotels and Furnished Apartments,46.7794477,24.6838063,933
9840,2, Restaurants,46.6990265,24.5500536,386
9841,2, Restaurants,46.6151634,24.5707719,1399
9842,3, Shopping and Services,46.677051,24.7093539,86
9843,5, Banks,46.6759256,24.7136506,832
9844,2, Restaurants,46.5931728,24.5813535,1376
9845,3, Shopping and Services,46.75078,24.7408244,912
9846,3, Shopping and Services,46.751265,24.7411754,912
9847,3, Shopping and Services,46.700583,24.7821915,722
9848,1, Hotels and Furnished Apartments,46.7364454,24.7884902,726
9849,6, Private Schools,46.6712003,24.7725074,54
9850,3, Shopping and Services,46.7778922,24.7231391,913
9851,0, Other,46.7293134,24.6800066,1149
9852,6, Medical Centers,46.7256277,24.6826922,1122
9853,5, Banks,46.7260376,24.6811097,1149
9854,3, Shopping and Services,46.7836276,24.7282555,138
9855,1, Hotels and Furnished Apartments,46.7455436,24.7027084,251
9856,5, Mosques,46.6482511,24.5849479,473
9857,2, Restaurants,46.7427162,24.6033996,1464
9858,2, Restaurants,46.6551762,24.5857838,165
9859,4, Entertainment,46.7946134,24.733485,916
9860,3, Shopping and Services,46.7985422,24.7329323,916
9861,6, Private Schools,46.6674798,24.5734432,1411
9862,2, Restaurants,46.6079973,24.5775234,1394
9863,4, Entertainment,46.6003468,24.5738397,1374
9864,4, Entertainment,46.607898,24.5773754,1394
9865,3, Shopping and Services,46.6669438,24.7502359,59
9866,2, Restaurants,46.7232485,24.6320506,1477
9867,3, Shopping and Services,46.6723855,24.7514099,736
9868,6, Training Centers,46.6723855,24.7514099,736
9869,1, Hotels and Furnished Apartments,46.7765538,24.7904999,771
9870,2, Restaurants,46.6984685,24.6826159,1038
9871,6, Medical Centers,46.6975749,24.6822559,1038
9872,5, Postal and Cargo Offices,46.6960986,24.6816902,1040
9873,3, Shopping and Services,46.6938547,24.6807088,1040
9874,3, Shopping and Services,46.6811706,24.6757163,1025
9875,3, Shopping and Services,46.7021415,24.5598012,1430
9876,3, Shopping and Services,46.7008549,24.5612016,1429
9877,5, Banks,46.6350037,24.5618584,485
9878,2, Restaurants,46.7064044,24.5589042,387
9879,3, Shopping and Services,46.7065645,24.559153,387
9880,2, Restaurants,46.7646713,24.6899667,261
9881,3, Shopping and Services,46.7655657,24.6894054,262
9882,2, Restaurants,46.7646371,24.6901702,261
9883,3, Shopping and Services,46.7929199,24.6555089,949
9884,2, Restaurants,46.7723868,24.6930492,262
9885,1, Hotels and Furnished Apartments,46.6007135,24.5840003,469
9886,5, Banks,46.73835,24.7992819,727
9887,2, Restaurants,46.7396928,24.7998667,727
9888,3, Shopping and Services,46.6652445,24.7673394,707
9889,2, Restaurants,46.6095825,24.5735065,1399
9890,1, Hotels and Furnished Apartments,46.7499448,24.7491314,132
9891,4, Entertainment,46.5989423,24.5841365,1377
9892,2, Restaurants,46.7504085,24.7397995,912
9893,2, Restaurants,46.6147358,24.5710158,1399
9894,5, Banks,46.7430987,24.7534952,889
9895,5, Banks,46.7034351,24.7846103,722
9896,5, Banks,46.6846661,24.6943779,844
9897,3, Shopping and Services,46.8296228,24.7564358,1014
9898,1, Hotels and Furnished Apartments,46.8273054,24.7580282,147
9899,4, Entertainment,46.7425367,24.7008338,251
9900,6, Medical Centers,46.633921,24.5762872,163
9901,4, Entertainment,46.6329736,24.5777444,163
9902,2, Restaurants,46.6361223,24.5725502,163
9903,1, Hotels and Furnished Apartments,46.6378102,24.5667758,485
9904,2, Restaurants,46.6551402,24.5859987,165
9905,5, Governmental Authorities,46.7260233,24.6926281,1143
9906,6, Government Schools,46.7335978,24.6787835,237
9907,5, Mosques,46.7337492,24.6725836,1153
9908,3, Shopping and Services,46.6318222,24.5796079,163
9909,1, Hotels and Furnished Apartments,46.7873953,24.7997738,770
9910,3, Shopping and Services,46.6962761,24.7411443,805
9911,2, Restaurants,46.6988784,24.6183312,1267
9912,3, Shopping and Services,46.6997623,24.6180097,1267
9913,3, Shopping and Services,46.6285914,24.5826879,471
9914,3, Shopping and Services,46.6644491,24.7532882,705
9915,2, Restaurants,46.6644857,24.7530621,705
9916,2, Restaurants,46.6644077,24.7537514,705
9917,5, Mosques,46.5874528,24.5724457,1384
9918,5, Mosques,46.5874528,24.5724457,1384
9919,1, Hotels and Furnished Apartments,46.776853,24.7899366,771
9920,3, Shopping and Services,46.6715766,24.7219266,802
9921,4, Entertainment,46.6227749,24.5672455,470
9922,3, Shopping and Services,46.664603,24.7473095,747
9923,2, Restaurants,46.7006043,24.5518619,386
9924,2, Restaurants,46.7059996,24.5629041,1430
9925,4, Entertainment,46.7013317,24.537868,386
9926,3, Shopping and Services,46.6962928,24.5467031,386
9927,5, Mosques,46.7985722,24.6298931,344
9928,1, Hotels and Furnished Apartments,46.7993334,24.6292046,344
9929,4, Entertainment,46.7964245,24.6269033,400
9930,4, Entertainment,46.7958012,24.6225997,400
9931,3, Shopping and Services,46.7043741,24.557907,387
9932,2, Restaurants,46.7064661,24.5590864,387
9933,3, Shopping and Services,46.6854041,24.6946947,859
9934,5, Banks,46.6910384,24.68386,102
9935,3, Shopping and Services,46.6845258,24.6968082,859
9936,5, Mosques,46.7803338,24.8172194,446
9937,2, Restaurants,46.6593234,24.7446843,675
9938,1, Hotels and Furnished Apartments,46.7320526,24.7989983,608
9939,3, Shopping and Services,46.6618834,24.7395321,68
9940,1, Hotels and Furnished Apartments,46.730049,24.795778,728
9941,6, Medical Centers,46.6095961,24.573556,1399
9942,5, Banks,46.6321568,24.5630946,485
9943,3, Shopping and Services,46.6456943,24.561891,484
9944,2, Restaurants,46.6315638,24.5798138,163
9945,3, Shopping and Services,46.7979468,24.7338062,916
9946,3, Shopping and Services,46.8010645,24.73536,919
9947,1, Hotels and Furnished Apartments,46.8279514,24.757113,146
9948,3, Shopping and Services,46.6640631,24.5739076,1411
9949,3, Shopping and Services,46.7250916,24.6847546,1121
9950,3, Shopping and Services,46.7291301,24.6790291,1154
9951,5, Mosques,46.6336902,24.580328,163
9952,3, Shopping and Services,46.802359,24.7344732,920
9953,2, Restaurants,46.6387116,24.5672965,485
9954,2, Restaurants,46.6392776,24.5676379,485
9955,3, Shopping and Services,46.8017911,24.737895,993
9956,2, Restaurants,46.6225724,24.5917548,1076
9957,2, Restaurants,46.6223635,24.5920686,1076
9958,2, Restaurants,46.621741,24.5931362,1076
9959,1, Hotels and Furnished Apartments,46.6746516,24.6752497,39
9960,1, Hotels and Furnished Apartments,46.6722495,24.675071,39
9961,1, Hotels and Furnished Apartments,46.6313892,24.792162,569
9962,2, Restaurants,46.7082526,24.6055937,1292
9963,3, Shopping and Services,46.6469492,24.5975079,475
9964,3, Shopping and Services,46.6791855,24.7344614,69
9965,2, Restaurants,46.7186148,24.6294289,305
9966,5, Governmental Authorities,46.7725328,24.6820621,924
9967,5, Banks,46.7760649,24.6874849,262
9968,5, Postal and Cargo Offices,46.7690278,24.6930663,262
9969,3, Shopping and Services,46.7928012,24.6540297,949
9970,3, Shopping and Services,46.7929122,24.6539313,949
9971,3, Shopping and Services,46.7929579,24.6554475,949
9972,0, Other,46.7908264,24.658335,949
9973,1, Hotels and Furnished Apartments,46.6880383,24.7061428,845
9974,2, Restaurants,46.6986662,24.5495069,386
9975,5, Banks,46.6741271,24.6876678,36
9976,2, Restaurants,46.7009752,24.5522414,386
9977,5, Postal and Cargo Offices,46.6983587,24.5491221,386
9978,3, Shopping and Services,46.7015265,24.5524496,386
9979,2, Restaurants,46.6958561,24.547261,386
9980,3, Shopping and Services,46.7785319,24.675502,929
9981,3, Shopping and Services,46.6605564,24.7653013,677
9982,1, Hotels and Furnished Apartments,46.7518599,24.8036498,729
9983,2, Restaurants,46.7517952,24.8037115,729
9984,4, Entertainment,46.7761158,24.8167144,446
9985,3, Shopping and Services,46.7760258,24.6787977,929
9986,3, Shopping and Services,46.7747185,24.6785852,929
9987,1, Hotels and Furnished Apartments,46.746222,24.7481636,132
9988,5, Mosques,46.6264099,24.5643328,1401
9989,2, Restaurants,46.6185091,24.568086,1401
9990,4, Entertainment,46.7753132,24.8166652,446
9991,1, Hotels and Furnished Apartments,46.759946,24.8041169,733
9992,3, Shopping and Services,46.8033492,24.738919,993
9993,5, Banks,46.7282179,24.6748165,1155
9994,6, Government Schools,46.6440414,24.5697462,163
9995,6, Private Schools,46.6454263,24.5667921,484
9996,2, Restaurants,46.7863199,24.7237996,913
9997,6, Private Schools,46.6471955,24.5672265,484
9998,3, Shopping and Services,46.7982701,24.7348451,919
9999,1, Hotels and Furnished Apartments,46.7260778,24.7614907,758
10000,1, Hotels and Furnished Apartments,46.7762299,24.8164805,446
10001,2, Restaurants,46.7422141,24.7997267,123
10002,2, Restaurants,46.6612975,24.576859,1411
10003,2, Restaurants,46.6114196,24.5795928,1394
10004,2, Restaurants,46.7707756,24.7921822,773
10005,2, Restaurants,46.7711356,24.7922005,773
10006,5, Mosques,46.6735646,24.7471713,738
10007,6, Private Schools,46.674177,24.747406,738
10008,2, Restaurants,46.6211481,24.5937769,1076
10009,2, Restaurants,46.6839539,24.7552687,754
10010,3, Shopping and Services,46.6210765,24.5855296,1396
10011,3, Shopping and Services,46.6635798,24.7568259,711
10012,1, Hotels and Furnished Apartments,46.7943771,24.8043533,128
10013,2, Restaurants,46.6334789,24.787898,569
10014,2, Restaurants,46.6665047,24.7213262,23
10015,4, Entertainment,46.6934394,24.5443922,386
10016,2, Restaurants,46.7862739,24.7985571,770
10017,4, Entertainment,46.7996992,24.6291867,344
10018,2, Restaurants,46.7829551,24.6675789,928
10019,5, Banks,46.6272229,24.5653646,470
10020,5, Governmental Authorities,46.6255345,24.5688365,470
10021,3, Shopping and Services,46.792729,24.6544616,949
10022,3, Shopping and Services,46.7928247,24.6542077,949
10023,2, Restaurants,46.6048734,24.5783287,1390
10024,6, Government Schools,46.7716881,24.6779213,923
10025,6, Government Schools,46.7710324,24.6776265,923
10026,4, Entertainment,46.6347695,24.7875205,574
10027,2, Restaurants,46.7645195,24.8091979,733
10028,3, Shopping and Services,46.6775693,24.7086235,86
10029,6, Government Schools,46.6154082,24.597071,157
10030,3, Shopping and Services,46.7283434,24.6737971,1155
10031,4, Entertainment,46.72347,24.6923099,1143
10032,3, Shopping and Services,46.7283608,24.6741196,1155
10033,1, Hotels and Furnished Apartments,46.7234791,24.6920344,1118
10034,2, Restaurants,46.7821034,24.7269081,913
10035,3, Shopping and Services,46.7835398,24.7282114,138
10036,3, Shopping and Services,46.6637699,24.5744594,1411
10037,1, Hotels and Furnished Apartments,46.8141009,24.7441972,997
10038,5, Banks,46.7290248,24.6707714,1155
10039,2, Restaurants,46.6546017,24.5867698,165
10040,5, Banks,46.8203017,24.7508119,998
10041,5, Mosques,46.6660723,24.572653,1411
10042,3, Shopping and Services,46.8013919,24.732704,920
10043,3, Shopping and Services,46.8041871,24.7294179,918
10044,3, Shopping and Services,46.7369635,24.6972306,251
10045,3, Shopping and Services,46.6606657,24.5755026,1411
10046,3, Shopping and Services,46.728782,24.6724197,1155
10047,3, Shopping and Services,46.7282254,24.6747306,1155
10048,4, Entertainment,46.7236153,24.6905296,1119
10049,2, Restaurants,46.7239231,24.6900949,1119
10050,2, Restaurants,46.7424999,24.7997889,123
10051,5, Banks,46.6600253,24.7355665,18
10052,5, Mosques,46.6332887,24.787013,569
10053,2, Restaurants,46.6362217,24.7827758,570
10054,6, Government Schools,46.7824805,24.6853639,933
10055,6, Medical Centers,46.7726685,24.6955829,252
10056,3, Shopping and Services,46.6735594,24.7519001,736
10057,3, Shopping and Services,46.8007262,24.8047803,766
10058,3, Shopping and Services,46.6690211,24.7499915,738
10059,2, Restaurants,46.6123735,24.5801063,1394
10060,1, Hotels and Furnished Apartments,46.6888055,24.6881918,877
10061,4, Entertainment,46.6749321,24.7111923,829
10062,2, Restaurants,46.6672937,24.7303733,67
10063,2, Restaurants,46.6968338,24.5474328,386
10064,3, Shopping and Services,46.699287,24.5513011,386
10065,5, Mosques,46.6983396,24.5568646,1430
10066,2, Restaurants,46.6990646,24.5512788,386
10067,5, Mosques,46.7696977,24.705073,351
10068,2, Restaurants,46.690474,24.5452742,1421
10069,5, Mosques,46.7350735,24.8013491,608
10070,5, Banks,46.6864488,24.6931525,101
10071,2, Restaurants,46.7516526,24.740575,912
10072,2, Restaurants,46.5964967,24.5838984,1377
10073,1, Hotels and Furnished Apartments,46.6776377,24.7711285,64
10074,2, Restaurants,46.6560371,24.7232502,784
10075,3, Shopping and Services,46.7849781,24.7275239,352
10076,6, Private Schools,46.6568413,24.5698926,1411
10077,2, Restaurants,46.6376821,24.5665583,485
10078,2, Restaurants,46.8065132,24.7408017,995
10079,1, Hotels and Furnished Apartments,46.7724552,24.8143202,442
10080,1, Hotels and Furnished Apartments,46.765775,24.8066641,733
10081,4, Entertainment,46.7644848,24.8088891,733
10082,2, Restaurants,46.6947921,24.6749943,109
10083,1, Hotels and Furnished Apartments,46.7438852,24.8024812,121
10084,1, Hotels and Furnished Apartments,46.8008905,24.8157612,735
10085,1, Hotels and Furnished Apartments,46.7433825,24.8024736,121
10086,1, Hotels and Furnished Apartments,46.8018308,24.8165263,735
10087,3, Shopping and Services,46.6661776,24.7676518,707
10088,6, Private Schools,46.6981438,24.7841694,601
10089,5, Mosques,46.6917826,24.7820384,55
10090,2, Restaurants,46.7716509,24.7839199,773
10091,3, Shopping and Services,46.8054495,24.7708674,143
10092,3, Shopping and Services,46.8032997,24.7685347,900
10093,3, Shopping and Services,46.8027806,24.7694709,900
10094,2, Restaurants,46.7984882,24.7797764,902
10095,2, Restaurants,46.809537,24.7418734,996
10096,0, Other,46.8098374,24.7416667,996
10097,0, Other,46.8100556,24.7413774,996
10098,2, Restaurants,46.6509975,24.5906557,1111
10099,1, Hotels and Furnished Apartments,46.7942397,24.8047274,128
10100,1, Hotels and Furnished Apartments,46.6664655,24.7506475,59
10101,6, Private Schools,46.664558,24.7518153,705
10102,2, Restaurants,46.6670698,24.7498643,59
10103,6, Training Centers,46.7854609,24.7990204,770
10104,5, Banks,46.6362391,24.7825453,570
10105,2, Restaurants,46.6376298,24.7798666,570
10106,3, Shopping and Services,46.6875939,24.6808651,37
10107,3, Shopping and Services,46.6860023,24.6845261,872
10108,2, Restaurants,46.8011762,24.8049464,766
10109,3, Shopping and Services,46.6689424,24.7498841,738
10110,2, Restaurants,46.7871235,24.799698,770
10111,6, Private Schools,46.7654453,24.6897612,262
10112,2, Restaurants,46.7658487,24.689068,262
10113,3, Shopping and Services,46.5946782,24.5898543,1387
10114,3, Shopping and Services,46.7490236,24.741811,132
10115,5, Governmental Authorities,46.7500384,24.7402846,912
10116,6, Government Schools,46.6156287,24.5736133,1399
10117,1, Hotels and Furnished Apartments,46.6613886,24.7649083,677
10118,1, Hotels and Furnished Apartments,46.6913769,24.6832242,102
10119,4, Entertainment,46.7426175,24.8055002,121
10120,2, Restaurants,46.7399301,24.799733,727
10121,3, Shopping and Services,46.7396616,24.7999799,608
10122,0, Other,46.5789146,24.5833795,1378
10123,1, Hotels and Furnished Apartments,46.8012277,24.8164613,735
10124,3, Shopping and Services,46.6692662,24.7706894,54
10125,3, Shopping and Services,46.6696866,24.7708404,54
10126,1, Hotels and Furnished Apartments,46.7114275,24.7902365,604
10127,2, Restaurants,46.7399301,24.799733,727
10128,2, Restaurants,46.6761519,24.7098876,86
10129,2, Restaurants,46.7727327,24.6954964,252
10130,2, Restaurants,46.6128675,24.5719906,1399
10131,3, Shopping and Services,46.7511495,24.7410458,912
10132,2, Restaurants,46.5968649,24.5840751,1377
10133,3, Shopping and Services,46.6944207,24.6766643,109
10134,0, Other,46.6947053,24.6764331,109
10135,3, Shopping and Services,46.7421974,24.7006866,251
10136,2, Restaurants,46.7280512,24.6753534,1154
10137,6, Medical Centers,46.7264203,24.6825363,234
10138,3, Shopping and Services,46.637811,24.5710623,163
10139,5, Banks,46.6646318,24.5721633,1411
10140,5, Banks,46.6642489,24.5728379,1411
10141,6, Private Schools,46.6857137,24.7780531,597
10142,4, Entertainment,46.7735225,24.8147341,442
10143,3, Shopping and Services,46.6837852,24.7749283,64
10144,6, Government Schools,46.6850454,24.7738803,64
10145,5, Mosques,46.6683891,24.5711466,1411
10146,2, Restaurants,46.6544622,24.5870941,165
10147,3, Shopping and Services,46.7852682,24.7989438,770
10148,3, Shopping and Services,46.6753561,24.7148081,78
10149,4, Entertainment,46.6682173,24.5690267,167
10150,2, Restaurants,46.6101027,24.5787198,1394
10151,2, Restaurants,46.6069164,24.5768645,1394
10152,3, Shopping and Services,46.8011977,24.8048108,766
10153,6, Training Centers,46.6601161,24.7462645,746
10154,2, Restaurants,46.6760354,24.7070448,86
10155,3, Shopping and Services,46.6964898,24.546904,386
10156,2, Restaurants,46.695784,24.5461197,386
10157,6, Private Schools,46.6975478,24.5479078,386
10158,3, Shopping and Services,46.7061933,24.6138513,1275
10159,2, Restaurants,46.7519029,24.7407143,912
10160,1, Hotels and Furnished Apartments,46.6873015,24.6908858,101
10161,3, Shopping and Services,46.6918246,24.6820251,102
10162,3, Shopping and Services,46.6914742,24.6826972,102
10163,3, Shopping and Services,46.7932756,24.6546966,949
10164,3, Shopping and Services,46.7931571,24.6547409,949
10165,3, Shopping and Services,46.7429064,24.753748,889
10166,2, Restaurants,46.7423775,24.7547721,889
10167,3, Shopping and Services,46.7422776,24.755096,889
10168,5, Mosques,46.7025043,24.786377,601
10169,6, Clinics,46.5988802,24.584399,469
10170,5, Governmental Authorities,46.609765,24.5734933,1399
10171,4, Entertainment,46.6923165,24.6811821,102
10172,4, Entertainment,46.6918226,24.6823343,102
10173,3, Shopping and Services,46.7482837,24.7436411,132
10174,5, Banks,46.7623321,24.7355654,135
10175,6, Clinics,46.6196364,24.5692883,470
10176,3, Shopping and Services,46.759896,24.7169976,820
10177,1, Hotels and Furnished Apartments,46.7515829,24.749927,132
10178,1, Hotels and Furnished Apartments,46.7118346,24.7893606,604
10179,2, Restaurants,46.7394323,24.7996778,727
10180,2, Restaurants,46.7395026,24.7998395,608
10181,6, Private Schools,46.7687491,24.7039421,1404
10182,3, Shopping and Services,46.7511211,24.7409152,912
10183,5, Banks,46.8292285,24.7563481,1014
10184,3, Shopping and Services,46.7284048,24.6734984,1155
10185,6, Training Centers,46.8137963,24.7439436,997
10186,2, Restaurants,46.6567185,24.5838685,165
10187,1, Hotels and Furnished Apartments,46.8145093,24.7435219,997
10188,3, Shopping and Services,46.7896424,24.7305041,352
10189,2, Restaurants,46.6612819,24.5770804,165
10190,6, Training Centers,46.6633617,24.5739222,1411
10191,5, Governmental Authorities,46.7219792,24.6702091,230
10192,2, Restaurants,46.6371051,24.5720135,163
10193,4, Entertainment,46.6368093,24.5723757,163
10194,3, Shopping and Services,46.7061669,24.614136,1269
10195,3, Shopping and Services,46.7067296,24.6138927,1275
10196,3, Shopping and Services,46.7060246,24.6129684,1275
10197,3, Shopping and Services,46.7847145,24.7996072,128
10198,2, Restaurants,46.6851076,24.7556801,754
10199,5, Mosques,46.7687147,24.7885117,773
10200,2, Restaurants,46.6626551,24.747383,747
10201,2, Restaurants,46.8037963,24.8051789,769
10202,2, Restaurants,46.8041896,24.8061289,769
10203,2, Restaurants,46.6741563,24.7511147,736
10204,2, Restaurants,46.6741563,24.7511147,736
10205,2, Restaurants,46.6980689,24.548762,386
10206,6, Government Schools,46.7519072,24.7519953,132
10207,0, Other,46.7542892,24.7317391,135
10208,5, Governmental Authorities,46.7318244,24.7966716,120
10209,3, Shopping and Services,46.7534268,24.7424051,912
10210,1, Hotels and Furnished Apartments,46.5948235,24.5899724,1387
10211,2, Restaurants,46.7729039,24.6955914,252
10212,3, Shopping and Services,46.6870772,24.6917483,101
10213,3, Shopping and Services,46.6912287,24.6834042,102
10214,5, Mosques,46.7792936,24.6771293,945
10215,1, Hotels and Furnished Apartments,46.7331104,24.7853057,122
10216,2, Restaurants,46.7963514,24.8239841,612
10217,4, Entertainment,46.7732586,24.8237655,446
10218,1, Hotels and Furnished Apartments,46.7282874,24.7627179,758
10219,1, Hotels and Furnished Apartments,46.7287781,24.762859,758
10220,1, Hotels and Furnished Apartments,46.7318289,24.7644082,758
10221,1, Hotels and Furnished Apartments,46.7293676,24.7633013,758
10222,3, Shopping and Services,46.5938437,24.5817053,1376
10223,3, Shopping and Services,46.7469896,24.7460149,132
10224,1, Hotels and Furnished Apartments,46.746846,24.7478922,132
10225,2, Restaurants,46.611114,24.5727746,1399
10226,6, Medical Centers,46.6852793,24.7778796,597
10227,5, Banks,46.6089502,24.5741476,1399
10228,3, Shopping and Services,46.6005657,24.5823744,469
10229,2, Restaurants,46.6402972,24.6055486,1075
10230,3, Shopping and Services,46.6836401,24.7748464,64
10231,4, Entertainment,46.6762864,24.773315,597
10232,2, Restaurants,46.7450907,24.7528152,132
10233,3, Shopping and Services,46.74796,24.753987,132
10234,4, Entertainment,46.7248776,24.6929866,1143
10235,0, Other,46.7283836,24.6789068,1154
10236,5, Governmental Authorities,46.7250497,24.6834143,1121
10237,3, Shopping and Services,46.788368,24.7295601,352
10238,2, Restaurants,46.6610671,24.5771686,474
10239,2, Restaurants,46.6611121,24.577071,474
10240,3, Shopping and Services,46.7983429,24.7332056,916
10241,3, Shopping and Services,46.6983349,24.5491404,386
10242,2, Restaurants,46.7528281,24.8418737,127
10243,4, Entertainment,46.6798526,24.696346,33
10244,2, Restaurants,46.6812954,24.6868609,872
10245,2, Restaurants,46.6818066,24.6869861,872
10246,5, Banks,46.7059726,24.6281938,280
10247,2, Restaurants,46.7956267,24.8023182,766
10248,6, Medical Centers,46.6630758,24.7475567,747
10249,1, Hotels and Furnished Apartments,46.7958205,24.8015237,766
10250,3, Shopping and Services,46.7542586,24.7429438,912
10251,2, Restaurants,46.6851076,24.7556801,754
